,room_id,host_id,room_type,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude
4879,7040965,959758,Private room,1,3,2,1,1,21,1,48.213498,16.513318
4880,7041156,13537281,Entire home/apt,0,,4,1,1,57,2,48.200913,16.360169
4881,7041252,36919515,Entire home/apt,2,4,3,1,1,34,1,48.188584,16.370131
4882,7041990,959758,Private room,0,,3,1,1,21,1,48.214594,16.511734
4883,7042175,959758,Private room,0,,2,1,1,21,1,48.214542,16.511756
4884,7042572,36929420,Entire home/apt,0,,4,1,1,76,1,48.224936,16.372651
4885,7042775,959758,Entire home/apt,1,4,5,2,1,21,1,48.21448,16.511843
4886,7042796,36929912,Entire home/apt,0,,3,1,1,45,1,48.188728,16.403005
4887,7042959,13744224,Entire home/apt,0,,3,2,1,55,1,48.224532,16.425265
4888,7045045,18642370,Private room,2,4.5,2,1,1,38,3,48.22315,16.343226
4889,7045304,20001844,Private room,1,5,2,1,1,28,3,48.184295,16.366698
4890,7045369,11834146,Entire home/apt,2,5,,2,1.5,130,,48.226021,16.335222
4891,7045546,36945460,Private room,4,4,2,1,1.5,20,2,48.192737,16.366728
4892,7046300,20416210,Entire home/apt,0,,3,1,1,71,2,48.235236,16.355226
4893,7046681,36952610,Entire home/apt,3,5,2,1,1,38,1,48.198347,16.35262
4894,7047405,13101577,Entire home/apt,0,,2,1,1,67,2,48.191258,16.36205
4895,7049065,33437589,Entire home/apt,0,,4,1,1,63,,48.183122,16.361132
4896,7049120,36965658,Entire home/apt,0,,3,2,1,68,2,48.241065,16.351073
4897,7050100,36650344,Entire home/apt,0,,3,1,1,68,3,48.189,16.3514
4898,7050520,31721595,Private room,0,,1,1,1,34,5,48.200698,16.344304
4899,7050920,11185820,Private room,1,5,2,1,1,45,1,48.1878,16.368639
4900,7051237,959758,Private room,1,5,1,1,1,18,1,48.214848,16.511815
4901,7051407,959758,Entire home/apt,0,,5,3,2,21,1,48.213486,16.51261
4902,7056913,37011587,Entire home/apt,1,5,4,0,1,78,1,48.191788,16.353396
4903,7057315,675100,Entire home/apt,0,,2,1,1.5,51,1,48.201995,16.258091
4904,7058554,37017405,Entire home/apt,0,,2,1,1,38,1,48.215447,16.341059
4905,7058956,37011803,Private room,3,5,2,1,1,40,20,48.200131,16.346981
4906,7059542,35366141,Entire home/apt,0,,2,1,1,44,1,48.15153,16.314116
4907,7059600,36971978,Private room,0,,2,1,1,37,1,48.198667,16.346379
4908,7060099,12675946,Entire home/apt,0,,5,1,1,79,2,48.222857,16.349083
4909,7060502,37023948,Entire home/apt,2,3.5,4,1,1,85,4,48.216333,16.385972
4910,7061784,37029816,Private room,0,,1,1,1,23,1,48.188622,16.256886
4911,7062106,37028545,Private room,2,4,2,1,1,40,1,48.193237,16.37668
4912,7063020,1379409,Entire home/apt,0,,,2,1,136,1,48.207908,16.377448
4913,7063110,37034785,Private room,0,,2,1,1.5,31,1,48.213242,16.344008
